Date	Mean	Median	HPDLo95	HPDHi95	HPDLo99	HPDHi99	HPDLo80	HPDHi80
2025-11-29 23:59:59.999997	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-29 00:19:54.216732	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-28 00:39:48.433473	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-27 00:59:42.650207	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-26 01:19:36.866942	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-25 01:39:31.083676	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-24 01:59:25.300417	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-23 02:19:19.517152	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-22 02:39:13.733886	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-21 02:59:07.95062	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-20 03:19:02.167362	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-19 03:38:56.384096	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-18 03:58:50.60083	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-17 04:18:44.817565	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-16 04:38:39.034306	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-15 04:58:33.25104	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-14 05:18:27.467775	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-13 05:38:21.684516	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-12 05:58:15.901251	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-11 06:18:10.117985	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-10 06:38:04.334719	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-09 06:57:58.551461	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-08 07:17:52.768195	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-07 07:37:46.984929	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-06 07:57:41.201663	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-05 08:17:35.418405	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-04 08:37:29.635139	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-03 08:57:23.851874	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-02 09:17:18.068608	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-11-01 09:37:12.285349	0.634235306665959	0.634512149353144	0.532076483938808	0.739701580868764	0.49397103686095	0.770343583253641	0.567236989635667	0.703241622092725
2025-10-31 09:57:06.502084	0.635560991780093	0.634619147781107	0.529130519403031	0.737202292534375	0.484473819540575	0.763849431724362	0.567088263929511	0.703241622092725
2025-10-30 10:17:00.718818	0.643051834442977	0.635648628140952	0.525980478250734	0.739202051696151	0.461756352099239	0.796486548388617	0.564873615765049	0.701886895753469
2025-10-29 10:36:54.93556	0.717950552765042	0.644701392408983	0.533198781051427	1.55690983786168	0.496743112187222	1.60930060579538	0.561010757135437	0.71683054569079
2025-10-28 10:56:49.152294	1.19506418777575	1.49676922948641	0.581113913299878	1.62006167142414	0.54777297056261	1.6516935516468	0.630884583308769	1.58979687572343
